System_name,Account_ID,Employee_NO,Lenel_ID,Email_Address,AD_Account,Creation_Date,Last_Signon,Last_Password_Change,Status,Role_Code,CCM Access,Staff Access
S4423552,E143,0021987, , , ,2019-11-04,2020-04-15,2020-04-15,ACTIVE,ICIBFCBKN, , 
S4423552,E144,0021758, , , ,2019-11-04,2020-04-14,2020-04-14,ACTIVE,ICIBTS, , 
S4423552,E145,0031761, , , ,2019-11-04,2020-04-15,2020-04-15,ACTIVE,PBPAYMENTS, , 
S4423552,E146,0021110, , , ,2019-11-05,2020-03-13,2020-04-13,INACTIVE,PBQA, , 
S4423552,E147,0023582, , , ,2019-11-05,2020-04-02,2020-04-02,ACTIVE,PBQA, , 
S4423552,E148,0022362, , , ,2019-11-05,2019-12-18,2020-01-18,INACTIVE,PBREGOPS, , 
S4423552,E149,0010996, , , ,2019-11-05,2020-04-06,2020-04-06,ACTIVE,PBQA, , 
S4423552,E151,0027500, , , ,2019-11-06,2020-04-15,2020-04-15,ACTIVE,PBCLNTMNT, ,E
S4423552,E153,0009364, , , ,2019-11-12,2020-03-26,2020-03-26,ACTIVE,PBCCMIC, , 
S4423552,E154,0003488, , , ,2019-11-18, ,2019-12-19,INACTIVE,PBCCMEC, , 
S4423552,E155,0015468, , , ,2019-11-19, ,2019-12-20,INACTIVE,PBCOMPCON, , 
S4423552,E156,0031436, , , ,2019-11-19,2020-04-15,2020-04-15,ACTIVE,EQNINVBUS, , 
S4423552,E158,0031827, , , ,2019-11-19,2020-03-05,2020-04-05,INACTIVE,ICIBFCBKN, , 
S4423552,E159,0031763, , , ,2019-11-19,2020-04-15,2020-04-15,ACTIVE,PBPAYMENTS,E,E
S4423552,E160,0031664, , , ,2019-11-19,2020-04-15,2020-04-15,ACTIVE,ICIBFCBKN, , 
S4423552,E162,0012349, , , ,2019-11-19, ,2019-12-20,INACTIVE,PBCCMEC, , 
S4423552,E163,0023621, , , ,2019-11-20,2020-04-14,2020-04-14,ACTIVE,ICIBCOTM,E, 
S4423552,E164,0023503, , , ,2019-11-21,2020-04-14,2020-04-14,ACTIVE,ICIBCOTM,E, 
S4423552,E165,0023602, , , ,2019-11-22, ,2019-12-23,INACTIVE,PBINVMCON, , 
S4423552,E166,0018834, , , ,2019-11-22,2020-03-04,2020-04-04,INACTIVE,GRCSC, , 
S4423552,E167,0022944, , , ,2019-11-25,2020-04-15,2020-04-15,ACTIVE,PBQDISPUTE,E, 
S4423552,E168,0031750, , , ,2019-12-03,2020-04-01,2020-04-01,ACTIVE,PBINVMCON,E, 
S4423552,E169,0016952, , , ,2019-12-06,2020-01-23,2020-02-23,INACTIVE,PBSALESADM, , 
S4423552,E170,0031823, , , ,2019-12-06,2020-04-15,2020-04-15,ACTIVE,PBCCMIC, , 
S4423552,E171,0031314, , , ,2019-12-06, ,2020-01-25,INACTIVE,PBSALESADM, , 
S4423552,E172,0023995, , , ,2019-12-09,2020-01-20,2020-02-20,INACTIVE,PBSALESADM,E,E
S4423552,E173,0020977, , , ,2019-12-09,2020-01-23,2020-01-23,INACTIVE,PBSALESADM, , 
S4423552,E174,0021458, , , ,2019-12-09,2020-01-20,2020-02-20,INACTIVE,PBSALESADM, , 
S4423552,E175,0024135, , , ,2019-12-09,2020-01-23,2020-02-23,INACTIVE,PBSALESADM, , 
S4423552,E176,0023706, , , ,2019-12-09,2020-01-23,2020-02-23,INACTIVE,PBSALESADM, , 
S4423552,E177,0020974, , , ,2019-12-10, ,2020-01-10,INACTIVE,ICIBEX, , 
S4423552,E178,0023782, , , ,2019-12-10,2020-01-23,2020-02-23,INACTIVE,PBSALESADM, , 
S4423552,E179,0023974, , , ,2019-12-10,2020-04-15,2020-04-15,ACTIVE,PBCIMAACT, , 
S4423552,E180,0023589, , , ,2019-12-10,2020-01-23,2020-02-23,INACTIVE,PBSALESADM, , 
S4423552,E181,0023591, , , ,2019-12-10,2020-01-23,2020-02-23,INACTIVE,PBSALESADM, , 
S4423552,E182,0020865, , , ,2019-12-10,2020-01-28,2020-02-28,INACTIVE,PBSALESADM, , 
S4423552,E183,0031456, , , ,2019-12-10,2020-01-23,2020-01-23,INACTIVE,PBSALESADM, , 
S4423552,E184,0021315, , , ,2019-12-10,2020-01-23,2020-02-23,INACTIVE,PBSALESADM, , 
S4423552,E185,0024121, , , ,2019-12-10,2020-01-20,2020-02-20,INACTIVE,PBSALESADM, , 
S4423552,E186,0019358, , , ,2019-12-11, ,2020-01-11,INACTIVE,ICIBEX, , 
S4423552,E187,0018779, , , ,2019-12-11,2020-04-13,2020-04-13,ACTIVE,EQNPROPGRP, , 
S4423552,E188,0031683, , , ,2019-12-11,2020-03-18,2020-03-18,ACTIVE,ICIBFCBKN, , 
S4423552,E189,0023298, , , ,2019-12-11, ,2020-01-11,INACTIVE,PBCCMBO, , 
S4423552,E190,0022325, , , ,2019-12-19,2020-04-15,2020-04-15,ACTIVE,PBACLOSURE, ,E
S4423552,E191,0013321, , , ,2019-12-24, ,2020-01-24,INACTIVE,ICIPRICE, , 
S4423552,E200,0031455, , , ,2020-01-09,2020-04-15,2020-04-15,ACTIVE,PBINFDOC, , 
S4423552,E201,0031835, , , ,2020-01-09, ,2020-02-09,INACTIVE,ICIBTS, , 
S4423552,E202,0031365, , , ,2020-01-09, ,2020-02-09,INACTIVE,PBBTT, , 
S4423552,E203,0024134, , , ,2020-01-09,2020-04-15,2020-04-15,ACTIVE,PBCCMBO, , 
S4423552,E204,0021730, , , ,2020-01-13,2020-04-09,2020-04-12,ACTIVE,PBPAYMENTS,P,P
S4423552,E205,0023607, , , ,2020-01-14,2020-04-15,2020-04-15,ACTIVE,ICIBBSF, , 
S4423552,E206,0023268, , , ,2020-01-16, ,2020-02-16,INACTIVE,ICIBCO, , 
S4423552,E207,0018065, , , ,2020-01-22,2020-04-01,2020-04-01,ACTIVE,ICIBDSS, , 
S4423552,E208,0020612, , , ,2020-01-22,2020-03-24,2020-03-24,ACTIVE,ICIBBSF, , 
S4423552,E209,0024372, , , ,2020-01-24,2020-04-15,2020-04-15,ACTIVE,PBCIMAACT, , 
S4423552,E210,0032112, , , ,2020-01-27,2020-04-15,2020-04-15,ACTIVE,PBPAYMENTS, ,E
S4423552,E211,0023406, , , ,2020-01-29,2020-04-15,2020-04-15,ACTIVE,ICIBFCBKN, , 
S4423552,E212,0012478, , , ,2020-01-30,2020-04-15,2020-04-15,ACTIVE,EQNINVBUS, , 
S4423552,E213,0027734, , , ,2020-01-30,2020-04-15,2020-04-15,ACTIVE,ICIBFCENQ, , 
S4423552,E214,0017786, , , ,2020-01-30, ,2020-03-01,INACTIVE,PBQA, , 
S4423552,E215,0002993, , , ,2020-01-30, ,2020-03-01,INACTIVE,PBPAYMENTS, , 
S4423552,E217,0032074, , , ,2020-01-30,2020-04-15,2020-04-15,ACTIVE,ICIBFCBKN, , 
S4423552,E218,0016688, , , ,2020-01-30, ,2020-03-01,INACTIVE,EQNPROPGRP, , 
S4423552,E219,0022374, , , ,2020-01-30,2020-04-06,2020-03-22,ACTIVE,ICIENQ, , 
S4423552,E220,0032098, , , ,2020-01-30, ,2020-03-01,INACTIVE,ICIBTS, , 
S4423552,E221,0031830, , , ,2020-02-03,2020-04-08,2020-04-08,ACTIVE,ICIBFCBKN, , 
S4423552,E222,0032234, , , ,2020-02-03, ,2020-03-05,INACTIVE,ICIBCO, , 
S4423552,E223,0022297, , , ,2020-02-05,2020-02-17,2020-03-19,INACTIVE,ICIBSMART, , 
S4423552,E224,0017526, , , ,2020-02-05, ,2020-03-07,INACTIVE,ICIBSMART, , 
S4423552,E225,0021788, , , ,2020-02-05,2020-04-07,2020-04-07,ACTIVE,ICIBSMART, , 
S4423552,E226,0032081, , , ,2020-02-05,2020-04-14,2020-04-14,ACTIVE,GRCSC, , 
S4423552,E227,0032067, , , ,2020-02-10,2020-02-12,2020-03-14,INACTIVE,ICIENQ, , 
S4423552,E228,0018438, , , ,2020-02-10, ,2020-03-12,INACTIVE,ICIBFCENQ, , 
S4423552,E229,0017368, , , ,2020-02-10, ,2020-03-12,INACTIVE,ICIBFCENQ, , 
S4423552,E230,0020837, , , ,2020-02-10, ,2020-03-12,INACTIVE,ICIBFCENQ, , 
S4423552,E231,0032068, , , ,2020-02-10,2020-04-08,2020-04-08,ACTIVE,ICIBFCENQ, , 
S4423552,E232,0032045, , , ,2020-02-10,2020-04-03,2020-04-03,ACTIVE,ICIENQ, , 
S4423552,E233,0027329, , , ,2020-02-12,2020-03-17,2020-03-17,ACTIVE,WIRCHEAD, , 
S4423552,E234,0015372, , , ,2020-02-13,2020-04-14,2020-04-14,ACTIVE,ICIBSFCO, , 
S4423552,E235,0020534, , , ,2020-02-18,2020-04-15,2020-04-15,ACTIVE,ICIBFCENQ, , 
S4423552,E236,0032235, , , ,2020-02-24,2020-04-03,2020-04-03,ACTIVE,EQNINVBUS, , 
S4423552,E237,0010748, , , ,2020-02-24,2020-04-08,2020-04-08,ACTIVE,PBCCMEC,E, 
S4423552,E238,0032285, , , ,2020-02-24,2020-04-03,2020-04-03,ACTIVE,ICIBFCBKN, , 
S4423552,E239,0027467, , , ,2020-02-24,2020-03-02,2020-04-02,INACTIVE,PBTRANSMON, , 
S4423552,E240,0032073, , , ,2020-02-24,2020-04-06,2020-04-06,ACTIVE,EQNGRPFIN, , 
S4423552,E241,0018901, , , ,2020-02-26, ,2020-03-28,INACTIVE,ICIBIO,E, 
S4423552,E242,0031381, , , ,2020-02-26, ,2020-03-28,INACTIVE,ICIBIO, , 
S4423552,E243,0024361, , , ,2020-02-26, ,2020-03-28,INACTIVE,ICIBIO, , 
S4423552,E244,0020109, , , ,2020-02-26, ,2020-03-28,INACTIVE,ICIBIO, , 
S4423552,E245,0017292, , , ,2020-02-26, ,2020-03-28,INACTIVE,ICIBIO,E, 
S4423552,E246,0020447, , , ,2020-02-26, ,2020-03-28,INACTIVE,ICIBIO,E, 
S4423552,E247,0020734, , , ,2020-02-26, ,2020-03-28,INACTIVE,ICIBIO,E, 
S4423552,E248,0017969, , , ,2020-02-26, ,2020-03-28,INACTIVE,ICIBIO,E, 
S4423552,E249,0029269, , , ,2020-02-26, ,2020-03-28,INACTIVE,ICIBFCENQ, , 
S4423552,E250,0019025, , , ,2020-02-26, ,2020-03-28,INACTIVE,ICIBIO,E, 
S4423552,E251,0020428, , , ,2020-02-26, ,2020-03-28,INACTIVE,ICIBIO,E, 
S4423552,E252,0028452, , , ,2020-02-26,2020-04-09,2020-04-09,ACTIVE,PBINVMCON,E, 
S4423552,E253,0023624, , , ,2020-03-02, ,2020-03-02,INACTIVE,PBINVMCON,E, 
S4423552,E254,0020942, , , ,2020-03-02,2020-04-15,2020-04-15,ACTIVE,ICIBFCENQ, , 
S4423552,E255,0020991, , , ,2020-03-10, ,2020-04-10,INACTIVE,ICIBCO, , 
S4423552,E257,0023467, , , ,2020-03-10, ,2020-04-10,INACTIVE,ICIBEX, , 
S4423552,E259,0017177, , , ,2020-03-12, ,2020-04-12,INACTIVE,ICIBEX, , 
S4423552,E260,0031501, , , ,2020-03-12, ,2020-04-12,INACTIVE,ICIBEX, , 
S4423552,E261,0015736, , , ,2020-03-12, ,2020-04-12,INACTIVE,ICIBEX, , 
S4423552,E262,0016244, , , ,2020-03-12, ,2020-04-12,INACTIVE,ICIBEX, , 
S4423552,E263,0032326, , , ,2020-03-16,2020-03-17,2020-03-17,ACTIVE,ICIBDS, , 
S4423552,E264,0024149, , , ,2020-03-17, ,2020-03-17,ACTIVE,ICIBCO, , 
S4423552,E265,0031304, , , ,2020-03-17, ,2020-03-17,ACTIVE,ICIBCO, , 
S4423552,E266,0023670, , , ,2020-03-17, ,2020-03-17,ACTIVE,ICIBCO, , 
S4423552,E267,0021498, , , ,2020-03-17, ,2020-03-17,ACTIVE,ICIBCO, , 
S4423552,E268,0026337, , , ,2020-03-17, ,2020-03-17,ACTIVE,ICIBCO, , 
S4423552,E269,0026343, , , ,2020-03-17, ,2020-03-17,ACTIVE,ICIBCO, , 
S4423552,E270,0019195, , , ,2020-03-17, ,2020-03-17,ACTIVE,ICIBCO, , 
S4423552,E271,0023408, , , ,2020-03-17, ,2020-03-17,ACTIVE,ICIBEX, , 
S4423552,E272,0016904, , , ,2020-03-17, ,2020-03-17,ACTIVE,ICIBEX, , 
S4423552,E273,0015515, , , ,2020-03-17, ,2020-03-17,ACTIVE,ICIBEX, , 
S4423552,E274,0019327, , , ,2020-03-17, ,2020-03-17,ACTIVE,ICIBEX, , 
S4423552,E275,0021589, , , ,2020-03-17,2020-04-03,2020-04-03,ACTIVE,ICIBEX, , 
S4423552,E276,0019496, , , ,2020-03-17, ,2020-03-17,ACTIVE,ICIBFCENQ, , 
S4423552,E277,0023824, , , ,2020-03-17, ,2020-03-17,ACTIVE,ICIBCO, , 
S4423552,E278,0020107, , , ,2020-03-20, ,2020-03-20,ACTIVE,PBFINACC, , 
S4423552,E279,0012842, , , ,2020-03-20, ,2020-03-20,ACTIVE,PBCCMIC, , 
S4423552,E280,0022189, , , ,2020-03-24,2020-04-15,2020-04-15,ACTIVE,PBQA, , 
S4423552,E281,0031838, , , ,2020-03-24,2020-04-06,2020-04-06,ACTIVE,EQNINVBUS, , 
S4423552,E282,0016766, , , ,2020-04-03,2020-04-15,2020-04-15,ACTIVE,ICIBFCENQ, , 
S4423552,E283,0029287, , , ,2020-04-06, ,2020-04-06,ACTIVE,PBCIMAACT, , 
S4423552,E284,0020753, , , ,2020-04-15,2020-04-15,2020-04-15,ACTIVE,PBQA, , 
S4423552,E285,0031482, , , ,2020-04-15,2020-04-15,2020-04-15,ACTIVE,PBQA, , 
S4423552,E286,0032328, , , ,2020-04-15, ,2020-04-15,ACTIVE,PBQA, , 
S4423552,E287,0027342, , , ,2020-04-15,2020-04-15,2020-04-15,ACTIVE,PBQA, , 
S4423552,E288,0021104, , , ,2020-04-15,2020-04-15,2020-04-15,ACTIVE,PBQA, , 
S4423552,E289,0021768, , , ,2020-04-15,2020-04-15,2020-04-15,ACTIVE,PBQA, , 
S4423552,E290,0020737, , , ,2020-04-15,2020-04-15,2020-04-15,ACTIVE,PBQA, , 
S4423552,E291,0023320, , , ,2020-04-15,2020-04-15,2020-04-15,ACTIVE,PBQA, , 
S4423552,E292,0032218, , , ,2020-04-15, ,2020-04-15,ACTIVE,ICIENQ, , 
S4423552,E294,0032374, , , ,2020-04-15, ,2020-04-15,ACTIVE,PBBTT, , 
S4423552,E295,0012771, , , ,2020-04-15, ,2020-04-15,ACTIVE,PBQA, , 
S4423552,FOREX,9999999, , , ,1990-03-28,2019-07-04,2019-12-09,INACTIVE, ,P,P
S4423552,FX01,0013676, , , ,2008-12-08,2020-04-08,2020-04-09,ACTIVE,ICIBTS,E, 
S4423552,GRCSC,9999999, , , ,2019-04-10,2020-04-15,2020-04-16,INACTIVE, , , 
S4423552,GRFINADMIN,9999999, , , ,2019-04-10,2019-08-07,2019-08-08,INACTIVE, , , 
S4423552,HALCYON,9999999, , , ,2018-07-31,2018-07-31,2019-05-16,INACTIVE, , , 
S4423552,HALFTP,9999999, , , ,2018-07-31,2018-07-31,2019-05-16,INACTIVE, , , 
S4423552,ICIBBSF,9999999, , , ,2019-04-10,2020-04-15,2020-04-16,INACTIVE, , , 
S4423552,ICIBCC,9999999, , , ,2019-04-10,2020-03-13,2020-03-14,INACTIVE, , , 
S4423552,ICIBCL,9999999, , , ,2019-04-10,2020-04-15,2020-04-16,INACTIVE, , , 
S4423552,ICIBCM,9999999, , , ,2019-08-14,2020-04-15,2020-04-16,INACTIVE, , , 
S4423552,ICIBCO,9999999, , , ,2019-04-10,2020-04-15,2020-04-16,INACTIVE, , , 
S4423552,ICIBCOTM,9999999, , , ,2019-09-06,2020-04-15,2020-04-16,INACTIVE, , , 
S4423552,ICIBCR,9999999, , , ,2019-04-10, ,2019-05-29,INACTIVE, , , 
S4423552,ICIBDS,9999999, , , ,2019-04-10,2020-04-15,2020-04-16,INACTIVE, , , 
S4423552,ICIBDSS,9999999, , , ,2019-04-10,2020-04-15,2020-04-16,INACTIVE, , , 
S4423552,ICIBEX,9999999, , , ,2019-04-10,2020-04-15,2020-04-16,INACTIVE, , , 
S4423552,ICIBFCBKN,9999999, , , ,2019-04-10,2020-04-15,2020-04-16,INACTIVE, , , 
S4423552,ICIBFCENQ,9999999, , , ,2019-04-10,2020-04-16,2020-04-16,INACTIVE, , , 
S4423552,ICIBFCICI,9999999, , , ,2019-04-10,2020-04-14,2020-04-15,INACTIVE, , , 
S4423552,ICIBFCSPR,9999999, , , ,2019-04-10,2020-04-15,2020-04-16,INACTIVE, , , 
S4423552,ICIBFXI,9999999, , , ,2019-04-10,2020-03-16,2020-03-17,INACTIVE, , , 
S4423552,ICIBFXOP,9999999, , , ,2019-04-10, ,2019-05-29,INACTIVE, , , 
S4423552,ICIBIO,9999999, , , ,2019-04-10,2020-04-15,2020-04-16,INACTIVE, , , 
S4423552,ICIBOPSME,9999999, , , ,2019-04-10,2020-04-15,2020-04-16,INACTIVE, , , 
S4423552,ICIBPROD,9999999, , , ,2020-04-08,2020-04-16,2020-04-15,ACTIVE, , , 
S4423552,ICIBPSUP,9999999, , , ,2019-04-10, ,2019-05-29,INACTIVE, , , 
S4423552,ICIBRECONS,9999999, , , ,2019-04-10, ,2019-05-29,INACTIVE, , , 
S4423552,ICIBROBOT,9999999, , , ,2019-04-10,2020-04-15,2019-05-29,INACTIVE, , , 
S4423552,ICIBSF,9999999, , , ,2019-04-10,2020-04-15,2020-04-16,INACTIVE, , , 
S4423552,ICIBSFCO,9999999, , , ,2019-04-10,2020-04-15,2020-04-16,INACTIVE, , , 
S4423552,ICIBSMART,9999999, , , ,2019-04-10,2020-04-07,2020-04-08,INACTIVE, , , 
S4423552,ICIBSR,9999999, , , ,2019-04-10, ,2019-05-29,INACTIVE, , , 
S4423552,ICIBTBSUP,9999999, , , ,2019-04-10,2020-04-15,2020-04-16,INACTIVE, , , 
S4423552,ICIBTECH,9999999, , , ,2019-04-10,2020-04-15,2020-04-15,INACTIVE, , , 
S4423552,ICIBTS,9999999, , , ,2019-04-10,2020-04-15,2020-04-16,INACTIVE, , , 
S4423552,ICIBUAT,9999999, , , ,2020-01-15,2020-04-15,2020-04-15,ACTIVE, , , 
S4423552,ICIBWEB,9999999, , , ,2020-01-22,2020-04-15,2020-02-04,ACTIVE, , , 
S4423552,ICIBZL,9999999, , , ,2019-04-10,2020-04-15,2020-04-16,INACTIVE, , , 
S4423552,ICIBZM,9999999, , , ,2019-04-10,2020-04-15,2020-04-16,INACTIVE, , , 
S4423552,ICIBZMJP,9999999, , , ,2019-04-10,2020-03-20,2020-03-20,INACTIVE, , , 
S4423552,ICIBZMTL,9999999, , , ,2019-04-10,2020-04-15,2020-04-16,INACTIVE, , , 
S4423552,ICICCMBO,9999999, , , ,2019-10-04,2020-04-15,2020-04-16,INACTIVE, , , 
S4423552,ICIENQ,9999999, , , ,2019-09-04,2020-04-14,2020-04-14,INACTIVE, , , 
S4423552,ICIPRICE,9999999, , , ,2019-04-10,2020-04-15,2020-04-16,INACTIVE, , , 
S4423552,ICMODS,9999999, , , ,2012-03-29,2020-04-16,2020-04-15,ACTIVE, , , 
S4423552,IC38,0016764, , , ,2011-02-03,2020-04-15,2020-04-15,ACTIVE,ICIBCL, , 
S4423552,IC39,0024280, , , ,2018-08-17,2020-04-15,2020-04-15,ACTIVE,ICIBCL, , 
S4423552,IC44,0017554, , , ,2016-01-06,2020-04-15,2020-04-15,ACTIVE,ICIBDS, , 
S4423552,IC45,0017031, , , ,2018-08-27,2019-12-17,2020-02-04,INACTIVE,ICIBFCICI,E, 
S4423552,IC54,0023627, , , ,2018-05-10,2020-04-15,2020-04-15,ACTIVE,ICIBCL, , 
S4423552,IFBBIPROD,9999999, , , ,2020-04-08,2020-04-15,2020-04-15,ACTIVE, , , 
S4423552,IMS,9999999, , , ,1996-07-09,2020-03-20,2020-03-21,INACTIVE, , , 
S4423552,IM10,0000115, , , ,2006-06-05,2020-03-20,2020-03-20,ACTIVE, ,E, 
S4423552,IN06,0009075, , , ,2005-08-03,2020-04-15,2020-04-15,ACTIVE,EQNPROPGRP, , 
S4423552,IN11,0002041, , , ,1999-03-08,2020-04-14,2020-04-14,ACTIVE,EQNPROPGRP, , 
S4423552,IPG2,0013429, , , ,2008-01-29,2020-04-15,2020-04-15,ACTIVE,EQNPROPGRP, , 
S4423552,IPG6,0007667, , , ,2006-08-30,2020-04-13,2020-04-13,ACTIVE,EQNPROPGRP, , 
S4423552,IPG7,0015638, , , ,2008-12-01,2020-04-15,2020-04-15,ACTIVE,EQNPROPGRP, , 
S4423552,IPG8,0009068, , , ,2005-07-06,2020-04-15,2020-04-15,ACTIVE,EQNPROPGRP, , 
S4423552,IRPA,0001234, , , ,2018-09-26,2020-04-15,2020-04-15,ACTIVE,ICIBROBOT,E,E
S4423552,ITADMBATCH,9999999, , , ,2018-08-08,2020-04-16,2020-04-16,INACTIVE, ,P,P
S4423552,IT00,0099999, , , ,2011-02-07,2020-04-16,2020-04-16,ACTIVE, ,E,E
S4423552,IT01,0099999, , , ,2011-02-07,2020-04-15,2020-04-16,ACTIVE, , , 
S4423552,IT04,0000244, , , ,1998-04-03,2019-11-13,2020-04-16,INACTIVE,PBITEQTECH,E,E
S4423552,IT12,0099999, , , ,2000-08-22, ,2019-12-05,INACTIVE,PBAPPS,P, 
S4423552,IT15,9999999, , , ,2019-02-04,2019-02-04,2020-02-05,INACTIVE, , , 
S4423552,IT16,0013030, , , ,2002-11-04,2018-06-14,2020-04-15,INACTIVE,PBAPPS,P,P
S4423552,IT25,0021129, , , ,2016-08-08, ,2020-02-05,INACTIVE,PBAPPS,E,E
S4423552,IT27,0028430, , , ,2019-02-11, ,2020-02-05,INACTIVE,PBAPPS,E,E
S4423552,IT30,0015914, , , ,2009-07-01,2020-04-15,2020-04-16,INACTIVE,PBITEQTECH,P,P
S4423552,IT31,0013031, , , ,2002-03-01, ,2020-03-23,INACTIVE,PBAPPS,E,E
S4423552,IT360,9999999, , , ,2012-11-01,2020-04-15,2020-04-15,ACTIVE, , , 
S4423552,IT49,0021372, , , ,2010-02-02,2020-04-15,2020-04-16,INACTIVE,PBITEQTECH,P, 
S4423552,IT75,0015427, , , ,2008-08-01,2020-04-15,2020-04-15,ACTIVE,ICIBTECH,P,P
S4423552,IT84,0019252, , , ,2014-06-04, ,2020-01-27,INACTIVE,PBAPPS, , 
S4423552,IT88,0019190, , , ,2015-09-03,2020-02-04,2020-02-05,INACTIVE,PBAPPS,E,E
S4423552,IT94,0019548, , , ,2012-07-25, ,2020-02-05,INACTIVE,PBITDA, , 
S4423552,JDE,9999999, , , ,1989-10-04, ,2020-02-10,INACTIVE, , , 
S4423552,JDEINSTAL,9999999, , , ,1994-09-14, ,2019-12-05,INACTIVE, , , 
S4423552,JDEQ,9999999, , , ,1999-07-23, ,2019-12-05,INACTIVE, , , 
S4423552,JDETECH,9999999, , , ,1998-11-27, ,2019-12-09,INACTIVE, , , 
S4423552,KCB6,0023965, , , ,2018-07-06,2020-04-15,2020-04-15,ACTIVE,PBCIMAACT, , 
S4423552,KCB7,0024351, , , ,2018-09-14,2020-04-15,2020-04-15,ACTIVE,PBCIMAACT, , 
S4423552,KCC3,0016000, , , ,2016-12-20,2020-04-15,2020-04-15,ACTIVE,DCOLBADMIN,P,P
S4423552,KCD4,0020938, , , ,2017-06-15,2020-04-14,2020-04-14,ACTIVE,PBCLNTMNT, , 
S4423552,KC86,0010449, , , ,2014-09-05,2020-04-15,2020-04-15,ACTIVE,PBINFDOC,P,P
S4423552,LAKEVIEW,9999999, , , ,1999-06-21, ,2020-04-12,INACTIVE, , , 
S4423552,MARKD,9999999, , , ,2001-12-12,2019-12-05,2020-04-16,INACTIVE, , , 
S4423552,MAURITIUS,9999999, , , ,1998-05-05,2019-05-29,2020-03-24,INACTIVE, , , 
S4423552,MA15,0012774, , , ,2001-03-22,2020-04-15,2020-04-15,ACTIVE,ICIBFCSPR, , 
S4423552,MA24,0017719, , , ,2016-03-01,2020-04-15,2020-04-15,ACTIVE,ICIBFCENQ, , 
S4423552,MB05,0000862, , , ,1991-05-28,2020-04-15,2020-04-15,ACTIVE,ICIBBSF,E, 
S4423552,MB07,0012864, , , ,2007-04-30,2020-04-15,2020-04-15,ACTIVE,ICIBEX,E, 
S4423552,MB19,0012241, , , ,2012-05-28,2020-04-09,2020-04-09,ACTIVE,ICIBEX, , 
S4423552,MIMIX,9999999, , , ,1999-09-06, ,2019-11-28,INACTIVE, , , 
S4423552,MIMIXOWN,9999999, , , ,2001-06-04,2020-04-16,2020-04-16,ACTIVE, , , 
S4423552,MIMIX400,9999999, , , ,1999-04-30, ,2017-11-19,INACTIVE, , , 
S4423552,MQM,9999999, , , ,2007-02-14,2020-04-15,2019-09-20,INACTIVE, , , 
S4423552,MXOBJUSR,9999999, , , ,1999-04-30, ,2017-11-19,INACTIVE, , , 
S4423552,MXSWUSER,9999999, , , ,1999-04-30, ,2017-11-19,INACTIVE, , , 
S4423552,ONESOURCE,9999999, , , ,2005-01-17, ,2020-01-16,INACTIVE, , , 
S4423552,ONEWORLD,9999999, , , ,2001-08-02, ,2020-01-30,INACTIVE, , , 
S4423552,OPS,9999999, , , ,1989-04-13,2020-04-16,2020-04-16,ACTIVE, , , 
S4423552,OPS1,9999999, , , ,1989-05-10,2020-04-16,2020-04-16,ACTIVE, ,P,P
S4423552,OPS2,9999999, , , ,2016-02-09, ,2019-05-16,INACTIVE, , , 
S4423552,OPS3,9999999, , , ,2018-02-07,2020-04-14,2020-04-15,ACTIVE, , , 
S4423552,PBACC,9999999, , , ,2019-01-24,2020-04-15,2020-04-16,INACTIVE, ,E,E
S4423552,PBACCMAINT,9999999, , , ,2019-05-13,2020-04-15,2020-04-16,INACTIVE, ,E,E
S4423552,PBACLOSURE,9999999, , , ,2020-02-12,2020-04-15,2020-04-16,INACTIVE, ,E,E
S4423552,PBAPPS,9999999, , , ,2019-04-10,2020-04-15,2020-04-04,INACTIVE, , , 
S4423552,PBAUTH,9999999, , , ,2019-04-10,2020-04-15,2020-04-16,INACTIVE, ,E,E
S4423552,PBA1,0027859, , , ,2019-04-01,2020-04-14,2020-04-14,ACTIVE,PBREID, , 
S4423552,PBA2,0027525, , , ,2019-04-01,2020-04-14,2020-04-14,ACTIVE,PBREID, , 
S4423552,PBA3,0009180, , , ,2015-02-05,2020-04-15,2020-04-15,ACTIVE,DCOLBADMIN, ,E
S4423552,PBA5,0012533, , , ,2015-02-05,2020-04-15,2020-04-15,ACTIVE,PBINFDOC,P, 
S4423552,PBA6,0027862, , , ,2019-04-01,2020-04-14,2020-04-14,ACTIVE,PBREID, , 
S4423552,PBA7,0017569, , , ,2015-03-03,2020-04-15,2020-04-15,ACTIVE,DCOLBADMIN, , 
S4423552,PBBTT,9999999, , , ,2019-04-10,2020-04-15,2020-04-16,INACTIVE, , , 
S4423552,PBB4,0024282, , , ,2019-04-15,2020-04-14,2020-04-14,ACTIVE,PBREID, , 
S4423552,PBCCMBO,9999999, , , ,2019-04-10,2020-04-15,2020-04-16,INACTIVE, ,E,E
S4423552,PBCCMEC,9999999, , , ,2019-04-10,2020-04-08,2020-04-09,INACTIVE, ,E,E
S4423552,PBCCMIC,9999999, , , ,2019-04-10,2020-04-15,2020-04-16,INACTIVE, ,E,E
S4423552,PBCENTRAML,9999999, , , ,2020-03-23, ,2020-03-23,INACTIVE, , , 
S4423552,PBCIMAACT,9999999, , , ,2019-04-10,2020-04-15,2020-04-16,INACTIVE, , , 
S4423552,PBCLIEXIST,9999999, , , ,2019-04-10,2020-04-03,2020-04-04,INACTIVE, , , 
